,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503
85,Apart,from,what,Eli,Courtwright,said,:,I,find,iterators,in,Python,more,concise,.,You,can,use,for,i,in,something,",",and,it,works,with,pretty,much,everything,.,Yeah,",",Java,has,gotten,better,since,1.5,",",but,for,example,you,can,iterate,through,a,string,in,python,with,this,same,construct,.,Introspection,:,In,python,you,can,get,at,runtime,information,about,an,object,or,a,module,about,its,symbols,",",methods,",",or,even,its,docstrings,.,You,can,also,instantiate,them,dynamically,.,Java,has,some,of,this,",",but,usually,in,Java,it,takes,half,a,page,of,code,to,get,an,instance,of,a,class,",",whereas,in,Python,it,is,about,3,lines,.,And,as,far,as,I,know,the,docstrings,thing,is,not,available,in,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,The,open,source,Python,package,",",SciPy,",",has,quite,a,large,set,of,optimization,routines,including,some,for,multivariable,problems,with,constraints,(,which,is,what,fmincon,does,I,believe,),.,Once,you,have,SciPy,installed,type,the,following,at,the,Python,command,prompt,help,(,scipy.optimize,),The,resulting,document,is,extensive,and,includes,the,following,which,I,believe,might,be,of,use,to,you,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Is,your,problem,convex,?,Linear,?,Non-linear,?,I,agree,that,SciPy.optimize,will,probably,do,the,job,",",but,fmincon,is,a,sort,of,bazooka,for,solving,optimization,problems,",",and,you'll,be,better,off,if,you,can,confine,it,to,one,of,the,categories,below,(,in,increasing,level,of,difficulty,to,solve,efficiently,),Linear,Program,(,LP,),Quadratic,Program,(,QP,),Convex,Quadratically-Constrained,Quadratic,Program,(,QCQP,),Second,Order,Cone,Program,(,SOCP,),Semidefinite,Program,(,SDP,),Non-Linear,Convex,Problem,Non-Convex,Problem,There,are,also,combinatoric,problems,such,as,Mixed-Integer,Linear,Programs,(,MILP,),",",but,you,didn't,mention,any,sort,of,integrality,constraints,",",suffice,to,say,that,they,fall,into,a,different,class,of,problems,.,The,CVXOpt,package,will,be,of,great,use,to,you,if,your,problem,is,convex,.,If,your,problem,is,not,convex,",",you,need,to,choose,between,finding,a,local,solution,or,the,global,solution,.,Many,convex,solvers,',sort,of,',work,in,a,non-convex,domain,.,Finding,a,good,approximation,to,the,global,solution,would,require,some,form,Simulated,Annealing,or,Genetic,Algorithm,.,Finding,the,global,solution,will,require,an,enumeration,of,all,local,solutions,or,a,combinatorial,strategy,such,as,Branch,and,Bound,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,GNU,Octave,is,another,MATLAB,clone,that,might,have,what,you,need,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Is,there,an,open-source,alternative,to,MATLAB's,fmincon,function,for,constrained,linear,optimization,?,I'm,rewriting,a,MATLAB,program,to,use,Python,/,NumPy,/,SciPy,and,this,is,the,only,function,I,haven't,found,an,equivalent,to,.,A,NumPy-based,solution,would,be,ideal,",",but,any,language,will,do,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Python,optimization,software,:,OpenOpt,http://openopt.org,(,this,one,is,numpy-based,as,you,wish,",",with,automatic,differentiation,by,FuncDesigner,),Pyomo,https://software.sandia.gov/trac/coopr/wiki/Package/pyomo,CVXOPT,http://abel.ee.ucla.edu/cvxopt/,NLPy,http://nlpy.sourceforge.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Have,a,look,at,http://www.aemdesign.com/downloadfsqp.htm,.,There,you,will,find,C,code,which,provides,the,same,functionality,as,fmincon,.,(,However,",",using,a,different,algorithm,.,You,can,read,the,manual,if,you,are,interested,in,the,details,.,),It's,open,source,but,not,under,GPL,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,I,don't,know,if,it's,in,there,",",but,there's,a,python,distribution,called,Enthought,that,might,have,what,you're,looking,for,.,It,was,designed,specifically,for,data,analysis,has,over,60,additional,libraries,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,For,numerical,optimization,in,Python,you,may,take,a,look,at,OpenOpt,solvers,:,http://openopt.org/NLP,http://openopt.org/Problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,There,is,a,program,called,SciLab,that,is,a,MATLAB,clone,.,I,haven't,used,it,at,all,",",but,it,is,open,source,and,might,have,the,function,you,are,looking,for,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Here,is,the,whois,client,re-implemented,in,Python,:,http://code.activestate.com/recipes/577364-whois-client/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,I'm,trying,to,get,a,webservice,up,and,running,that,actually,requires,to,check,whois,databases,.,What,I'm,doing,right,now,is,ugly,and,I'd,like,to,avoid,it,as,much,as,I,can,:,I,call,gwhois,command,and,parse,its,output,.,Ugly,.,I,did,some,search,to,try,to,find,a,pythonic,way,to,do,this,task,.,Generally,I,got,quite,much,nothing,-,this,old,discussion,list,link,has,a,way,to,check,if,domain,exist,.,Quite,not,what,I,was,looking,for,...,But,still,",",it,was,best,anwser,Google,gave,me,-,everything,else,is,just,a,bunch,of,unanwsered,questions,.,Any,of,you,have,succeeded,to,get,some,method,up,and,running,?,I'd,very,much,appreciate,some,tips,",",or,should,I,just,do,it,the,opensource-way,",",sit,down,and,code,something,by,myself,?,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,here,is,a,ready-to-use,solution,that,works,for,me,;,written,for,Python,3.1,(,when,backporting,to,Py2.x,",",take,special,care,of,the,bytes,/,Unicode,text,distinctions,),.,your,single,point,of,access,is,the,method,DRWHO.whois(),",",which,expects,a,domain,name,to,be,passed,in,;,it,will,then,try,to,resolve,the,name,using,the,provider,configured,as,DRWHO.whois_providers['*'],(,a,more,complete,solution,could,differentiate,providers,according,to,the,top,level,domain,),.,DRWHO.whois(),will,return,a,dictionary,with,a,single,entry,text,",",which,contains,the,response,text,sent,back,by,the,WHOIS,server,.,Again,",",a,more,complete,solution,would,then,try,and,parse,the,text,(,which,must,be,done,separately,for,each,provider,",",as,there,is,no,standard,format,),and,return,a,more,structured,format,(,e,.,g,.,",",set,a,flag,available,which,specifies,whether,or,not,the,domain,looks,available,),.,have,fun,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,There's,nothing,wrong,with,using,a,command,line,utility,to,do,what,you,want,.,If,you,put,a,nice,wrapper,around,the,service,",",you,can,implement,the,internals,however,you,want,!,For,example,:,Now,",",whether,or,not,you,roll,your,own,using,urllib,",",wrap,around,a,command,line,utility,(,like,you're,doing,),",",or,import,a,third,party,library,and,use,that,(,like,you're,saying,),",",this,interface,stays,the,same,.,This,approach,is,generally,not,considered,ugly,at,all,-,-,sometimes,command,utilities,do,what,you,want,and,you,should,be,able,to,leverage,them,.,If,speed,ends,up,being,a,bottleneck,",",your,abstraction,makes,the,process,of,switching,to,a,native,Python,implementation,transparent,to,your,client,code,.,Practicality,beats,purity,-,-,that's,what's,Pythonic,.,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,I,don't,know,if,gwhois,does,something,special,with,the,server,output,;,however,",",you,can,plainly,connect,to,the,whois,server,on,port,whois (43),",",send,your,query,",",read,all,the,data,in,the,reply,and,parse,them,.,To,make,life,a,little,easier,",",you,could,use,the,telnetlib.Telnet,class,(,even,if,the,whois,protocol,is,much,simpler,than,the,telnet,protocol,),instead,of,plain,sockets,.,The,tricky,parts,:,which,whois,server,will,you,ask,?,RIPE,",",ARIN,",",APNIC,",",LACNIC,",",AFRINIC,",",JPNIC,",",VERIO,etc,LACNIC,could,be,a,useful,fallback,",",since,they,tend,to,reply,with,useful,data,to,requests,outside,of,their,domain,.,what,are,the,exact,options,and,arguments,for,each,whois,server,?,some,offer,help,",",others,don't,.,In,general,",",plain,domain,names,work,without,any,special,options,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
